URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss,score_diff,take_foul,SecsLeft
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,31,BRK,,109,TOR,P. Siakam enters the game for J. Valaninas,112,,,,,,,,,,,,,,,,,,P. Siakam - siakapa01,J. Valančiūnas - valanjo01,,,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,31,BRK,,109,TOR,Turnover by J. Valaninas (bad pass),112,,,,,,,,,,,,,,,,,,,,J. Valančiūnas - valanjo01,bad pass,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,31,BRK,Turnover by Team (bad pass),109,TOR,,112,,,,,,,,,,,,,,,,,,,,Team,bad pass,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,31,BRK,,109,TOR,Toronto full timeout,112,,,,,,,,,,,,,,TOR,,,,,,,,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,31,BRK,R. Hollis-Jefferson enters the game for D. Russell,109,TOR,,112,,,,,,,,,,,,,,,,,,R. Hollis-Jefferson - holliro01,D. Russell - russeda01,,,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,30,BRK,,109,TOR,Personal foul by C. LeVert (drawn by D. DeRozan),112,,,,,,,personal,C. LeVert - leverca01,D. DeRozan - derozde01,,,,,,,,,,,,,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,30,BRK,,109,TOR,D. DeRozan makes free throw 1 of 2,113,,,,,,,,,,,,,,,D. DeRozan - derozde01,make,1 of 2,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,30,BRK,,109,TOR,D. DeRozan makes free throw 2 of 2,114,,,,,,,,,,,,,,,D. DeRozan - derozde01,make,2 of 2,,,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,30,BRK,Brooklyn full timeout,109,TOR,,114,,,,,,,,,,,,,,BRK,,,,,,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,Personal foul by K. Lowry (drawn by D. Carroll),109,TOR,,114,,,,,,,personal,K. Lowry - lowryky01,D. Carroll - carrode01,,,,,,,,,,,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,D. Carroll misses free throw 1 of 2,109,TOR,,114,,,,,,,,,,,,,,,D. Carroll - carrode01,miss,1 of 2,,,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,Offensive rebound by Team,109,TOR,,114,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,,109,TOR,J. Valaninas enters the game for P. Siakam,114,,,,,,,,,,,,,,,,,,J. Valančiūnas - valanjo01,P. Siakam - siakapa01,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,D. Carroll makes free throw 2 of 2,110,TOR,,114,,,,,,,,,,,,,,,D. Carroll - carrode01,make,2 of 2,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,Technical foul by D. Carroll,110,TOR,,114,,,,,,,technical,D. Carroll - carrode01,,,,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,,110,TOR,D. DeRozan misses free throw 1 of 1,114,,,,,,,,,,,,,,,D. DeRozan - derozde01,miss,1 of 1,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,,110,TOR,Offensive rebound by Team,114,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,,110,TOR,Toronto full timeout,114,,,,,,,,,,,,,,TOR,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,28,BRK,,110,TOR,D. Wright enters the game for S. Ibaka,114,,,,,,,,,,,,,,,,,,D. Wright - wrighde01,S. Ibaka - ibakase01,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,27,BRK,,110,TOR,Personal take foul by A. Crabbe (drawn by D. Wright),114,,,,,,,personal take,A. Crabbe - crabbal01,D. Wright - wrighde01,,,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,27,BRK,,110,TOR,D. Wright misses free throw 1 of 2,114,,,,,,,,,,,,,,,D. Wright - wrighde01,miss,1 of 2,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,27,BRK,,110,TOR,Offensive rebound by Team,114,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,27,BRK,,110,TOR,P. Siakam enters the game for J. Valaninas,114,,,,,,,,,,,,,,,,,,P. Siakam - siakapa01,J. Valančiūnas - valanjo01,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,27,BRK,D. Russell enters the game for R. Hollis-Jefferson,110,TOR,,114,,,,,,,,,,,,,,,,,,D. Russell - russeda01,R. Hollis-Jefferson - holliro01,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,27,BRK,,110,TOR,D. Wright makes free throw 2 of 2,115,,,,,,,,,,,,,,,D. Wright - wrighde01,make,2 of 2,,,,,,,,,,5,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,20,BRK,D. Russell makes 2-pt layup from 1 ft,112,TOR,,115,D. Russell - russeda01,2-pt layup,make,1.0,,,,,,,,,,,,,,,,,,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,19,BRK,,112,TOR,Personal take foul by C. LeVert (drawn by D. DeRozan),115,,,,,,,personal take,C. LeVert - leverca01,D. DeRozan - derozde01,,,,,,,,,,,,,,,,,,3,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,19,BRK,,112,TOR,D. DeRozan makes free throw 1 of 2,116,,,,,,,,,,,,,,,D. DeRozan - derozde01,make,1 of 2,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,19,BRK,,112,TOR,D. DeRozan misses free throw 2 of 2,116,,,,,,,,,,,,,,,D. DeRozan - derozde01,miss,2 of 2,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,19,BRK,Defensive rebound by D. Carroll,112,TOR,,116,,,,,,,,,,D. Carroll - carrode01,defensive,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,7,BRK,C. LeVert misses 2-pt layup from 2 ft,112,TOR,,116,C. LeVert - leverca01,2-pt layup,miss,2.0,,,,,,,,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803230TOR.html,regular,Air Canada Centre Toronto Canada,March 23 2018,7:30 PM,TOR,4,4,BRK,,112,TOR,Defensive rebound by K. Lowry,116,,,,,,,,,,K. Lowry - lowryky01,defensive,,,,,,,,,,,,,,,,4,True,27.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,34,POR,Defensive rebound by E. Turner,102,MEM,,104,,,,,,,,,,E. Turner - turneev01,defensive,,,,,,,,,,,,,,,,2,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,27,POR,C. McCollum misses 2-pt jump shot from 8 ft,102,MEM,,104,C. McCollum - mccolcj01,2-pt jump shot,miss,8.0,,,,,,,,,,,,,,,,,,,,,,,2,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,25,POR,,102,MEM,Defensive rebound by J. Green,104,,,,,,,,,,J. Green - greenja01,defensive,,,,,,,,,,,,,,,,2,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,25,POR,,102,MEM,Personal take foul by C. McCollum (drawn by J. Green),104,,,,,,,personal take,C. McCollum - mccolcj01,J. Green - greenja01,,,,,,,,,,,,,,,,,,2,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,25,POR,W. Baldwin enters the game for Z. Collins,102,MEM,,104,,,,,,,,,,,,,,,,,,W. Baldwin - baldwwa01,Z. Collins - colliza01,,,,,,,,2,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,23,POR,,102,MEM,Personal take foul by A. Aminu (drawn by D. Brooks),104,,,,,,,personal take,A. Aminu - aminual01,D. Brooks - brookdi01,,,,,,,,,,,,,,,,,,2,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,23,POR,,102,MEM,D. Brooks makes free throw 1 of 2,105,,,,,,,,,,,,,,,D. Brooks - brookdi01,make,1 of 2,,,,,,,,,,3,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,23,POR,Z. Collins enters the game for W. Baldwin,102,MEM,,105,,,,,,,,,,,,,,,,,,Z. Collins - colliza01,W. Baldwin - baldwwa01,,,,,,,,3,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,23,POR,,102,MEM,D. Brooks makes free throw 2 of 2,106,,,,,,,,,,,,,,,D. Brooks - brookdi01,make,2 of 2,,,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,18,POR,Shooting foul by M. Brooks (drawn by E. Turner),102,MEM,,106,,,,,,,shooting,M. Brooks - brookma01,E. Turner - turneev01,,,,,,,,,,,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,18,POR,E. Turner misses free throw 1 of 2,102,MEM,,106,,,,,,,,,,,,,,,E. Turner - turneev01,miss,1 of 2,,,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,18,POR,Offensive rebound by Team,102,MEM,,106,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,18,POR,W. Baldwin enters the game for Z. Collins,102,MEM,,106,,,,,,,,,,,,,,,,,,W. Baldwin - baldwwa01,Z. Collins - colliza01,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,18,POR,E. Turner makes free throw 2 of 2,103,MEM,,106,,,,,,,,,,,,,,,E. Turner - turneev01,make,2 of 2,,,,,,,,,,3,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,18,POR,,103,MEM,Memphis full timeout,106,,,,,,,,,,,,,,MEM,,,,,,,,,,,,,3,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,15,POR,,103,MEM,Personal take foul by P. Connaughton (drawn by M. Brooks),106,,,,,,,personal take,P. Connaughton - connapa01,M. Brooks - brookma01,,,,,,,,,,,,,,,,,,3,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,15,POR,,103,MEM,M. Brooks makes free throw 1 of 2,107,,,,,,,,,,,,,,,M. Brooks - brookma01,make,1 of 2,,,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,15,POR,Z. Collins enters the game for E. Turner,103,MEM,,107,,,,,,,,,,,,,,,,,,Z. Collins - colliza01,E. Turner - turneev01,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,15,POR,S. Napier enters the game for W. Baldwin,103,MEM,,107,,,,,,,,,,,,,,,,,,S. Napier - napiesh01,W. Baldwin - baldwwa01,,,,,,,,4,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,15,POR,,103,MEM,M. Brooks makes free throw 2 of 2,108,,,,,,,,,,,,,,,M. Brooks - brookma01,make,2 of 2,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,10,POR,C. McCollum misses 2-pt jump shot from 21 ft,103,MEM,,108,C. McCollum - mccolcj01,2-pt jump shot,miss,21.0,,,,,,,,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,,103,MEM,Defensive rebound by J. Green,108,,,,,,,,,,J. Green - greenja01,defensive,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,,103,MEM,Personal take foul by P. Connaughton (drawn by J. Green),108,,,,,,,personal take,P. Connaughton - connapa01,J. Green - greenja01,,,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,,103,MEM,J. Green misses free throw 1 of 2,108,,,,,,,,,,,,,,,J. Green - greenja01,miss,1 of 2,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,,103,MEM,Offensive rebound by Team,108,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,,103,MEM,J. Green misses free throw 2 of 2,108,,,,,,,,,,,,,,,J. Green - greenja01,miss,2 of 2,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,Defensive rebound by P. Connaughton,103,MEM,,108,,,,,,,,,,P. Connaughton - connapa01,defensive,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,8,POR,Portland full timeout,103,MEM,,108,,,,,,,,,,,,,,POR,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,4,POR,P. Connaughton misses 3-pt jump shot from 27 ft,103,MEM,,108,P. Connaughton - connapa01,3-pt jump shot,miss,27.0,,,,,,,,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201803280MEM.html,regular,FedEx Forum Memphis Tennessee,March 28 2018,8:00 PM,MEM,4,1,POR,,103,MEM,Defensive rebound by J. Green,108,,,,,,,,,,J. Green - greenja01,defensive,,,,,,,,,,,,,,,,5,True,25.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,33,MIA,D. Wade misses 3-pt jump shot from 25 ft,96,SAC,,99,D. Wade - wadedw01,3-pt jump shot,miss,25.0,,,,,,,,,,,,,,,,,,,,,,,3,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,31,MIA,,96,SAC,Defensive rebound by W. Cauley-Stein,99,,,,,,,,,,W. Cauley-Stein - caulewi01,defensive,,,,,,,,,,,,,,,,3,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,31,MIA,,96,SAC,Personal take foul by J. Winslow (drawn by W. Cauley-Stein),99,,,,,,,personal take,J. Winslow - winslju01,W. Cauley-Stein - caulewi01,,,,,,,,,,,,,,,,,,3,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,31,MIA,,96,SAC,W. Cauley-Stein makes free throw 1 of 2,100,,,,,,,,,,,,,,,W. Cauley-Stein - caulewi01,make,1 of 2,,,,,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,31,MIA,,96,SAC,W. Cauley-Stein misses free throw 2 of 2,100,,,,,,,,,,,,,,,W. Cauley-Stein - caulewi01,miss,2 of 2,,,,,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,29,MIA,Defensive rebound by J. Richardson,96,SAC,,100,,,,,,,,,,J. Richardson - richajo01,defensive,,,,,,,,,,,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,22,MIA,J. Winslow misses 2-pt layup from 2 ft,96,SAC,,100,J. Winslow - winslju01,2-pt layup,miss,2.0,,,,,,,,,,,,,,,,,,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,20,MIA,Offensive rebound by J. Winslow,96,SAC,,100,,,,,,,,,,J. Winslow - winslju01,offensive,,,,,,,,,,,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,17,MIA,Turnover by J. Richardson (bad pass),96,SAC,,100,,,,,,,,,,,,,,,,,,,,J. Richardson - richajo01,bad pass,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,17,MIA,,96,SAC,Personal take foul by J. Winslow (drawn by B. Hield),100,,,,,,,personal take,J. Winslow - winslju01,B. Hield - hieldbu01,,,,,,,,,,,,,,,,,,4,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,17,MIA,,96,SAC,B. Hield makes free throw 1 of 2,101,,,,,,,,,,,,,,,B. Hield - hieldbu01,make,1 of 2,,,,,,,,,,5,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,17,MIA,,96,SAC,B. Hield makes free throw 2 of 2,102,,,,,,,,,,,,,,,B. Hield - hieldbu01,make,2 of 2,,,,,,,,,,6,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,17,MIA,Miami full timeout,96,SAC,,102,,,,,,,,,,,,,,MIA,,,,,,,,,,,,,6,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,13,MIA,J. Winslow misses 3-pt jump shot from 26 ft,96,SAC,,102,J. Winslow - winslju01,3-pt jump shot,miss,26.0,,,,,,,,,,,,,,,,,,,,,,,6,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,10,MIA,,96,SAC,Defensive rebound by B. Hield,102,,,,,,,,,,B. Hield - hieldbu01,defensive,,,,,,,,,,,,,,,,6,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,0,MIA,End of 4th quarter,96,SAC,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,6,True,31.0
/boxscores/201902080SAC.html,regular,Golden 1 Center Sacramento California,February 8 2019,10:00 PM,SAC,4,0,MIA,End of Game,96,SAC,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,6,True,31.0
/boxscores/201903120PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,March 12 2019,7:00 PM,PHI,4,33,CLE,J. Clarkson misses 2-pt layup from 2 ft,99,PHI,,102,J. Clarkson - clarkjo01,2-pt layup,miss,2.0,,,,,,,,,,,,,,,,,,,,,,,3,True,29.0
/boxscores/201903120PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,March 12 2019,7:00 PM,PHI,4,33,CLE,Offensive rebound by Team,99,PHI,,102,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,3,True,29.0
/boxscores/201903120PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,March 12 2019,7:00 PM,PHI,4,33,CLE,Cleveland full timeout,99,PHI,,102,,,,,,,,,,,,,,CLE,,,,,,,,,,,,,3,True,29.0
/boxscores/201903120PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,March 12 2019,7:00 PM,PHI,4,31,CLE,A. ii misses 2-pt layup from 1 ft (block by J. Embiid),99,PHI,,102,A. Žižić - zizican01,2-pt layup,miss,1.0,,J. Embiid - embiijo01,,,,,,,,,,,,,,,,,,,,,3,True,29.0
/boxscores/201903120PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,March 12 2019,7:00 PM,PHI,4,29,CLE,,99,PHI,Defensive rebound by J. Embiid,102,,,,,,,,,,J. Embiid - embiijo01,defensive,,,,,,,,,,,,,,,,3,True,29.0
/boxscores/201903120PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,March 12 2019,7:00 PM,PHI,4,29,CLE,,99,PHI,Personal take foul by C. Osman (drawn by J. Embiid),102,,,,,,,personal take,C. Osman - osmande01,J. Embiid - embiijo01,,,,,,,,,,,,,,,,,,3,True,29.0
